,INSTNM,CITY,STABBR,HIGHDEG,REGION,SATVR25,SATVR75,SATMT25,SATMT75,SAT_AVG_ALL
1344,Towson University,Towson,MD,4,2,540.0,650.0,510.0,620.0,1166.0
1346,United States Naval Academy,Annapolis,MD,3,0,600.0,700.0,600.0,720.0,1308.0
1348,Washington College,Chestertown,MD,3,2,605.0,690.0,580.0,655.0,1274.0
1353,Amherst College,Amherst,MA,3,1,690.0,770.0,670.0,780.0,1494.0
1357,Babson College,Wellesley,MA,4,1,660.0,720.0,720.0,780.0,1435.0
1361,Bentley University,Waltham,MA,4,1,620.0,690.0,630.0,720.0,1340.0
1366,Boston College,Chestnut Hill,MA,4,1,710.0,760.0,720.0,780.0,1501.0
1367,Boston University,Boston,MA,4,1,680.0,740.0,720.0,780.0,1473.0
1368,Brandeis University,Waltham,MA,4,1,690.0,750.0,700.0,780.0,1473.0
1369,Bridgewater State University,Bridgewater,MA,4,1,530.0,630.0,510.0,600.0,1127.0
1377,Clark University,Worcester,MA,4,1,640.0,710.0,600.0,690.0,1339.0
1379,Curry College,Milton,MA,4,1,510.0,630.0,510.0,610.0,1130.0
1383,Eastern Nazarene College,Quincy,MA,4,1,438.0,585.0,445.0,595.0,1035.0
1384,Emerson College,Boston,MA,4,1,650.0,720.0,600.0,690.0,1359.0
1385,Emmanuel College,Boston,MA,4,1,590.0,680.0,580.0,650.0,1263.0
1386,Endicott College,Beverly,MA,4,1,590.0,680.0,570.0,660.0,1263.0
1389,Fitchburg State University,Fitchburg,MA,4,1,520.0,620.0,510.0,600.0,1114.0
1390,Framingham State University,Framingham,MA,4,1,550.0,655.0,520.0,600.0,1150.0
1392,Gordon College,Wenham,MA,4,1,598.0,690.0,570.0,680.0,1268.0
1396,Harvard University,Cambridge,MA,4,1,740.0,780.0,760.0,800.0,1553.0
1399,College of the Holy Cross,Worcester,MA,3,1,630.0,720.0,620.0,700.0,1354.0
1401,Lasell University,Newton,MA,4,1,550.0,650.0,535.0,610.0,1159.0
1406,University of Massachusetts-Lowell,Lowell,MA,4,1,590.0,670.0,590.0,680.0,1253.0
1407,University of Massachusetts-Amherst,Amherst,MA,4,1,650.0,720.0,650.0,760.0,1393.0
1408,University of Massachusetts-Boston,Boston,MA,4,1,540.0,650.0,540.0,640.0,1188.0
1410,MCPHS University,Boston,MA,4,1,540.0,640.0,540.0,700.0,1216.0
1412,Massachusetts Institute of Technology,Cambridge,MA,4,1,730.0,780.0,780.0,800.0,1553.0
1422,Mount Holyoke College,South Hadley,MA,4,1,690.0,750.0,660.0,750.0,1422.0
1428,Nichols College,Dudley,MA,4,1,490.0,610.0,510.0,580.0,1110.0
1432,Northeastern University,Boston,MA,4,1,710.0,760.0,750.0,790.0,1500.0
1434,College of Our Lady of the Elms,Chicopee,MA,4,1,590.0,670.0,560.0,650.0,1240.0
1441,Salem State University,Salem,MA,4,1,510.0,590.0,480.0,570.0,1090.0
1442,Simmons University,Boston,MA,4,1,640.0,710.0,590.0,680.0,1332.0
1444,Smith College,Northampton,MA,4,1,718.0,770.0,690.0,770.0,1480.0
1446,Springfield College,Springfield,MA,4,1,530.0,650.0,540.0,610.0,1120.0
1448,University of Massachusetts-Dartmouth,North Dartmouth,MA,4,1,520.0,640.0,520.0,620.0,1152.0
1450,Suffolk University,Boston,MA,4,1,560.0,660.0,530.0,620.0,1197.0
1452,Tufts University,Medford,MA,4,1,710.0,760.0,750.0,790.0,1513.0
1453,Wellesley College,Wellesley,MA,3,1,720.0,770.0,720.0,780.0,1513.0
1454,Wentworth Institute of Technology,Boston,MA,4,1,570.0,660.0,570.0,660.0,1226.0
1455,Western New England University,Springfield,MA,4,1,570.0,650.0,560.0,660.0,1231.0
1457,Wheaton College (Massachusetts),Norton,MA,3,1,620.0,720.0,590.0,700.0,1321.0
1458,Williams College,Williamstown,MA,4,1,730.0,770.0,740.0,790.0,1527.0
1460,Worcester State University,Worcester,MA,4,1,505.0,635.0,503.0,645.0,1145.0
1461,Adrian College,Adrian,MI,4,3,455.0,570.0,425.0,550.0,1030.0
1467,Andrews University,Berrien Springs,MI,4,3,540.0,690.0,530.0,680.0,1177.0
1468,Aquinas College,Grand Rapids,MI,4,3,490.0,620.0,500.0,590.0,1087.0
1469,Baker College,Owosso,MI,4,3,490.0,590.0,470.0,580.0,1080.0
1472,Calvin University,Grand Rapids,MI,4,3,530.0,670.0,540.0,670.0,1205.0
1476,Central Michigan University,Mount Pleasant,MI,4,3,490.0,620.0,470.0,590.0,1099.0
1488,University of Detroit Mercy,Detroit,MI,4,3,510.0,630.0,510.0,630.0,1136.0
1490,Eastern Michigan University,Ypsilanti,MI,4,3,470.0,600.0,440.0,570.0,1046.0
1492,Ferris State University,Big Rapids,MI,4,3,450.0,570.0,440.0,550.0,1001.0
1494,Kettering University,Flint,MI,4,3,520.0,640.0,540.0,670.0,1219.0
1499,Grand Valley State University,Allendale,MI,4,3,480.0,600.0,460.0,590.0,1079.0
1502,Hillsdale College,Hillsdale,MI,4,3,670.0,760.0,670.0,750.0,1433.0
1503,Hope College,Holland,MI,3,3,550.0,660.0,540.0,650.0,1237.0
1505,Kalamazoo College,Kalamazoo,MI,3,3,610.0,700.0,578.0,673.0,1270.0
1516,Madonna University,Livonia,MI,4,3,460.0,560.0,430.0,560.0,1000.0
1518,University of Michigan-Ann Arbor,Ann Arbor,MI,4,3,670.0,750.0,680.0,780.0,1473.0
1520,Michigan State University,East Lansing,MI,4,3,580.0,670.0,570.0,680.0,1261.0
1521,Michigan Technological University,Houghton,MI,4,3,560.0,660.0,560.0,670.0,1243.0
1522,University of Michigan-Dearborn,Dearborn,MI,4,3,500.0,630.0,490.0,630.0,1127.0
1523,University of Michigan-Flint,Flint,MI,4,3,490.0,620.0,460.0,590.0,1104.0
1533,Oakland University,Rochester Hills,MI,4,3,520.0,620.0,475.0,565.0,1110.0
1541,Saginaw Valley State University,University Center,MI,4,3,480.0,590.0,460.0,570.0,1051.0
1543,Siena Heights University,Adrian,MI,4,3,440.0,570.0,450.0,570.0,1033.0
1546,Spring Arbor University,Spring Arbor,MI,4,3,470.0,595.0,465.0,570.0,1072.0
1553,Wayne State University,Detroit,MI,4,3,530.0,640.0,510.0,620.0,1147.0
1556,Western Michigan University,Kalamazoo,MI,4,3,500.0,620.0,490.0,600.0,1108.0
1566,Bethany Lutheran College,Mankato,MN,4,4,450.0,630.0,550.0,630.0,1144.0
1567,Bethel University,Saint Paul,MN,4,4,520.0,625.0,545.0,615.0,1243.0
1569,Carleton College,Northfield,MN,3,4,710.0,760.0,720.0,790.0,1491.0
1570,Concordia College at Moorhead,Moorhead,MN,4,4,560.0,730.0,600.0,690.0,1192.0
1573,Martin Luther College,New Ulm,MN,4,4,538.0,653.0,540.0,603.0,1191.0
1578,Hamline University,Saint Paul,MN,4,4,593.0,695.0,553.0,698.0,1197.0
1585,Macalester College,Saint Paul,MN,3,4,680.0,750.0,670.0,760.0,1424.0
1590,University of Minnesota-Twin Cities,Minneapolis,MN,4,4,640.0,720.0,670.0,760.0,1357.0
1592,Minneapolis College of Art and Design,Minneapolis,MN,4,4,570.0,750.0,540.0,680.0,1170.0
1596,University of Minnesota-Duluth,Duluth,MN,4,4,578.0,670.0,550.0,665.0,1221.0
1604,University of Northwestern-St Paul,Saint Paul,MN,4,4,488.0,630.0,493.0,663.0,1244.0
1609,College of Saint Benedict,Saint Joseph,MN,3,4,470.0,610.0,480.0,610.0,1185.0
1611,Saint Cloud State University,Saint Cloud,MN,4,4,470.0,620.0,500.0,660.0,1091.0
1612,Saint Johns University,Collegeville,MN,4,4,575.0,635.0,570.0,645.0,1220.0
1614,St Olaf College,Northfield,MN,3,4,640.0,740.0,620.0,730.0,1373.0
1617,University of St Thomas,Saint Paul,MN,4,4,610.0,708.0,613.0,708.0,1296.0
1628,Winona State University,Winona,MN,4,4,510.0,610.0,470.0,640.0,1119.0
1631,Alcorn State University,Alcorn State,MS,4,5,430.0,495.0,420.0,503.0,1039.0
1633,Blue Mountain Christian University,Blue Mountain,MS,4,5,450.0,500.0,500.0,570.0,1047.0
1637,Delta State University,Cleveland,MS,4,5,480.0,600.0,460.0,590.0,1091.0
1645,Jackson State University,Jackson,MS,4,5,440.0,550.0,410.0,530.0,974.0
1650,University of Mississippi,University,MS,4,5,510.0,610.0,510.0,600.0,1187.0
1656,Mississippi State University,Mississippi State,MS,4,5,570.0,690.0,540.0,720.0,1220.0
1667,William Carey University,Hattiesburg,MS,4,5,460.0,620.0,420.0,580.0,1120.0
1669,Avila University,Kansas City,MO,4,4,400.0,490.0,400.0,510.0,942.0
1673,Calvary University,Kansas City,MO,4,4,480.0,620.0,430.0,580.0,1008.0
1676,Central Methodist University-College of Liberal Arts and Sciences,Fayette,MO,3,4,488.0,553.0,553.0,585.0,1090.0
1687,Drury University,Springfield,MO,4,4,540.0,650.0,510.0,660.0,1212.0
1709,Logan University,Chesterfield,MO,4,4,453.0,533.0,478.0,505.0,998.0
1716,Missouri Baptist University,Saint Louis,MO,4,4,470.0,560.0,440.0,610.0,983.0
1717,Missouri Southern State University,Joplin,MO,4,4,500.0,600.0,500.0,570.0,1090.0
1718,Missouri Valley College,Marshall,MO,4,4,450.0,560.0,470.0,580.0,1018.0
1720,University of Missouri-Columbia,Columbia,MO,4,4,580.0,670.0,570.0,660.0,1247.0
1721,University of Missouri-Kansas City,Kansas City,MO,4,4,570.0,750.0,580.0,790.0,1230.0
1722,Missouri University of Science and Technology,Rolla,MO,4,4,560.0,670.0,590.0,708.0,1287.0
1723,University of Missouri-St Louis,Saint Louis,MO,4,4,500.0,620.0,530.0,600.0,1147.0
1727,Truman State University,Kirksville,MO,4,4,573.0,648.0,553.0,670.0,1249.0
1728,Northwest Missouri State University,Maryville,MO,4,4,480.0,600.0,490.0,600.0,1090.0
1730,College of the Ozarks,Point Lookout,MO,3,4,545.0,660.0,518.0,645.0,1125.0
1736,Rockhurst University,Kansas City,MO,4,4,553.0,638.0,563.0,608.0,1218.0
1737,Saint Louis University,Saint Louis,MO,4,4,610.0,710.0,600.0,720.0,1326.0
1739,University of Health Sciences and Pharmacy in St. Louis,Saint Louis,MO,4,4,530.0,660.0,520.0,610.0,1150.0
1742,Southwest Baptist University,Bolivar,MO,4,4,500.0,600.0,460.0,600.0,1084.0
1746,Stephens College,Columbia,MO,4,4,610.0,650.0,520.0,620.0,1104.0
1747,Southeast Missouri State University,Cape Girardeau,MO,4,4,470.0,550.0,380.0,480.0,1018.0
1748,Missouri State University-Springfield,Springfield,MO,4,4,490.0,620.0,500.0,600.0,1119.0
1752,Washington University in St Louis,Saint Louis,MO,4,4,730.0,770.0,770.0,800.0,1530.0
1753,Webster University,Saint Louis,MO,4,4,518.0,643.0,488.0,590.0,1145.0
1754,Westminster College,Fulton,MO,3,4,410.0,580.0,470.0,540.0,1083.0
1755,William Jewell College,Liberty,MO,4,4,490.0,570.0,470.0,550.0,1114.0
1762,Carroll College,Helena,MT,4,7,540.0,660.0,540.0,670.0,1170.0
1770,University of Providence,Great Falls,MT,4,7,445.0,580.0,400.0,555.0,985.0
1774,Montana Technological University,Butte,MT,4,7,520.0,620.0,540.0,630.0,1126.0
1775,Montana State University,Bozeman,MT,4,7,530.0,640.0,530.0,630.0,1154.0
1778,Rocky Mountain College,Billings,MT,4,7,520.0,620.0,470.0,620.0,1093.0
1787,Concordia University-Nebraska,Seward,NE,4,4,530.0,625.0,510.0,610.0,1148.0
1788,Creighton University,Omaha,NE,4,4,610.0,700.0,600.0,700.0,1296.0
1793,University of Nebraska at Kearney,Kearney,NE,4,4,480.0,590.0,490.0,560.0,1089.0
1797,Midland University,Fremont,NE,4,4,430.0,550.0,463.0,560.0,1043.0
1801,Nebraska Wesleyan University,Lincoln,NE,4,4,500.0,610.0,520.0,600.0,1209.0
1802,University of Nebraska-Lincoln,Lincoln,NE,4,4,550.0,660.0,540.0,670.0,1191.0
1812,York University,York,NE,4,4,430.0,520.0,415.0,540.0,988.0
1816,University of Nevada-Las Vegas,Las Vegas,NV,4,8,500.0,620.0,480.0,610.0,1091.0
1822,Dartmouth College,Hanover,NH,4,1,740.0,780.0,760.0,790.0,1533.0
1825,Franklin Pierce University,Rindge,NH,4,1,490.0,580.0,455.0,560.0,1030.0
1832,University of New Hampshire-Main Campus,Durham,NH,4,1,570.0,670.0,550.0,650.0,1227.0
1834,University of New Hampshire at Manchester,Manchester,NH,3,1,530.0,630.0,500.0,620.0,1227.0
1845,Saint Anselm College,Manchester,NH,4,1,560.0,650.0,530.0,620.0,1183.0
1867,Drew University,Madison,NJ,4,2,560.0,680.0,550.0,640.0,1247.0
1872,Felician University,Lodi,NJ,4,2,450.0,570.0,440.0,580.0,1020.0
1876,Rowan University,Glassboro,NJ,4,2,560.0,660.0,540.0,650.0,1216.0
1883,Kean University,Union,NJ,4,2,515.0,598.0,505.0,600.0,1150.0
1888,Monmouth University,West Long Branch,NJ,4,2,570.0,640.0,555.0,630.0,1204.0
1889,Montclair State University,Montclair,NJ,4,2,480.0,620.0,460.0,605.0,1080.0
1894,New Jersey Institute of Technology,Newark,NJ,4,2,590.0,710.0,620.0,760.0,1336.0
1901,Princeton University,Princeton,NJ,4,2,740.0,780.0,760.0,800.0,1535.0
1903,Ramapo College of New Jersey,Mahwah,NJ,4,2,560.0,640.0,560.0,630.0,1190.0
1905,Rider University,Lawrenceville,NJ,4,2,560.0,660.0,540.0,650.0,1219.0
1906,Rutgers University-Camden,Camden,NJ,4,2,510.0,625.0,500.0,630.0,1373.0
1907,Rutgers University-New Brunswick,New Brunswick,NJ,4,2,630.0,720.0,640.0,760.0,1373.0
1913,Seton Hall University,South Orange,NJ,4,2,620.0,700.0,600.0,700.0,1308.0
1917,Stevens Institute of Technology,Hoboken,NJ,4,2,670.0,730.0,700.0,770.0,1447.0
1918,Stockton University,Galloway,NJ,4,2,540.0,640.0,540.0,620.0,1171.0
1922,The College of New Jersey,Ewing,NJ,4,2,570.0,670.0,570.0,670.0,1247.0
1930,Eastern New Mexico University-Main Campus,Portales,NM,4,6,430.0,540.0,420.0,530.0,965.0
1937,New Mexico Institute of Mining and Technology,Socorro,NM,4,6,500.0,650.0,540.0,640.0,1182.0
1939,University of New Mexico-Main Campus,Albuquerque,NM,4,6,460.0,590.0,440.0,570.0,1047.0
1943,New Mexico State University-Main Campus,Las Cruces,NM,4,6,450.0,560.0,435.0,550.0,1004.0
1956,Adelphi University,Garden City,NY,4,2,580.0,650.0,560.0,660.0,1224.0
1959,Albany College of Pharmacy and Health Sciences,Albany,NY,4,2,560.0,680.0,560.0,700.0,1280.0
1962,Alfred University,Alfred,NY,4,2,540.0,640.0,560.0,640.0,1205.0
1972,Bard College,Annandale-On-Hudson,NY,4,2,670.0,740.0,620.0,700.0,1387.0
1973,Barnard College,New York,NY,3,2,723.0,770.0,730.0,780.0,1500.0
1995,Clarkson University,Potsdam,NY,4,2,593.0,690.0,605.0,700.0,1307.0
1999,Colgate University,Hamilton,NY,4,2,710.0,750.0,720.0,780.0,1480.0
2001,Columbia University in the City of New York,New York,NY,4,2,730.0,770.0,760.0,800.0,1547.0
2005,The Cooper Union for the Advancement of Science and Art,New York,NY,4,2,680.0,740.0,720.0,780.0,1480.0
2006,Cornell University,Ithaca,NY,4,2,720.0,770.0,760.0,790.0,1520.0
2010,Culinary Institute of America,Hyde Park,NY,4,2,500.0,605.0,470.0,590.0,1089.0
2011,CUNY Bernard M Baruch College,New York,NY,4,2,600.0,680.0,610.0,730.0,1310.0
2014,CUNY Brooklyn College,Brooklyn,NY,4,2,560.0,710.0,580.0,710.0,1310.0
2016,CUNY City College,New York,NY,4,2,610.0,710.0,610.0,750.0,1340.0
2019,CUNY Hunter College,New York,NY,4,2,610.0,710.0,600.0,760.0,1350.0
2020,CUNY John Jay College of Criminal Justice,New York,NY,4,2,520.0,640.0,480.0,610.0,1140.0
2023,CUNY Lehman College,Bronx,NY,4,2,460.0,590.0,400.0,630.0,1010.0
2024,CUNY Medgar Evers College,Brooklyn,NY,3,2,400.0,550.0,380.0,450.0,980.0
2025,CUNY New York City College of Technology,Brooklyn,NY,3,2,450.0,580.0,430.0,620.0,1040.0
2026,CUNY Queens College,Queens,NY,4,2,540.0,660.0,560.0,660.0,1210.0
2029,CUNY York College,Jamaica,NY,4,2,500.0,600.0,490.0,610.0,1100.0
2031,D'Youville  University,Buffalo,NY,4,2,445.0,595.0,440.0,595.0,1040.0
2034,Dominican University New York,Orangeburg,NY,4,2,560.0,605.0,535.0,630.0,1160.0
2037,Elmira College,Elmira,NY,4,2,543.0,650.0,573.0,682.0,1239.0
2042,Fordham University,Bronx,NY,4,2,670.0,730.0,660.0,760.0,1412.0
2046,Hamilton College,Clinton,NY,3,2,700.0,770.0,710.0,780.0,1487.0
2047,Hartwick College,Oneonta,NY,4,2,550.0,640.0,540.0,640.0,1170.0
2050,Hilbert College,Hamburg,NY,4,2,410.0,550.0,570.0,630.0,1060.0
2051,Hobart William Smith Colleges,Geneva,NY,4,2,620.0,690.0,600.0,670.0,1296.0
2052,Hofstra University,Hempstead,NY,4,2,610.0,690.0,600.0,690.0,1294.0
2053,Houghton University,Houghton,NY,4,2,600.0,700.0,580.0,690.0,1297.0
2056,Iona University,New Rochelle,NY,4,2,525.0,645.0,530.0,620.0,1167.0
2059,Ithaca College,Ithaca,NY,4,2,610.0,700.0,580.0,670.0,1285.0
2063,Jewish Theological Seminary of America,New York,NY,4,2,730.0,779.0,710.0,780.0,1507.0
2066,Keuka College,Keuka Park,NY,4,2,510.0,590.0,498.0,593.0,1090.0
2067,LIM College,New York,NY,4,2,520.0,610.0,470.0,590.0,1090.0
2068,Le Moyne College,Syracuse,NY,4,2,580.0,670.0,580.0,670.0,1260.0
2069,Long Island University,Brookville,NY,4,2,580.0,670.0,560.0,680.0,1259.0
2074,Manhattan College,Riverdale,NY,4,2,570.0,670.0,580.0,670.0,1254.0
2077,Maria College of Albany,Albany,NY,4,2,480.0,535.0,485.0,560.0,1040.0
2079,Marist College,Poughkeepsie,NY,4,2,620.0,690.0,600.0,670.0,1285.0
2080,Marymount Manhattan College,New York,NY,3,2,580.0,670.0,520.0,630.0,1226.0
2091,Molloy College,Rockville Centre,NY,4,2,540.0,660.0,540.0,650.0,1193.0
2094,Mount Saint Mary College,Newburgh,NY,4,2,560.0,640.0,530.0,615.0,1160.0
2096,University of Mount Saint Vincent,Bronx,NY,4,2,480.0,610.0,440.0,590.0,1110.0
2099,Nazareth University,Rochester,NY,4,2,610.0,680.0,560.0,650.0,1256.0
2107,New York University,New York,NY,4,2,720.0,770.0,760.0,800.0,1527.0
2109,Niagara University,Niagara University,NY,4,2,510.0,630.0,520.0,610.0,1155.0
2113,New York Institute of Technology,Old Westbury,NY,4,2,580.0,680.0,600.0,710.0,1290.0
2119,Pace University,New York,NY,4,2,580.0,668.0,550.0,660.0,1232.0
2124,Pratt Institute-Main,Brooklyn,NY,4,2,620.0,700.0,600.0,720.0,1339.0
2131,Rensselaer Polytechnic Institute,Troy,NY,4,2,650.0,730.0,680.0,770.0,1415.0
2132,Roberts Wesleyan University,Rochester,NY,4,2,495.0,640.0,470.0,610.0,1205.0
2133,Rochester Institute of Technology,Rochester,NY,4,2,640.0,720.0,640.0,740.0,1378.0
2134,University of Rochester,Rochester,NY,4,2,690.0,750.0,710.0,790.0,1480.0
2140,St Bonaventure University,Saint Bonaventure,NY,4,2,520.0,630.0,530.0,630.0,1181.0
2143,St Lawrence University,Canton,NY,4,2,630.0,710.0,625.0,700.0,1343.0
2147,Sarah Lawrence College,Bronxville,NY,4,2,680.0,730.0,590.0,710.0,1374.0
2150,Siena College,Loudonville,NY,4,2,540.0,680.0,553.0,680.0,1238.0
2151,Skidmore College,Saratoga Springs,NY,3,2,660.0,730.0,640.0,730.0,1388.0
2152,St. Joseph's University-New York,Brooklyn,NY,4,2,540.0,630.0,550.0,650.0,1170.0
2155,St. John Fisher University,Rochester,NY,4,2,560.0,640.0,560.0,640.0,1207.0
2157,St. John's University-New York,Queens,NY,4,2,560.0,660.0,550.0,660.0,1215.0
2159,SUNY College of Technology at Alfred,Alfred,NY,3,2,480.0,580.0,490.0,590.0,1059.0
2162,SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,3,2,500.0,590.0,490.0,580.0,1060.0
2163,Farmingdale State College,Farmingdale,NY,4,2,510.0,600.0,510.0,600.0,1104.0
2166,Binghamton University,Vestal,NY,4,2,660.0,730.0,660.0,760.0,1415.0
2167,University at Buffalo,Buffalo,NY,4,2,600.0,680.0,610.0,700.0,1298.0
2168,Stony Brook University,Stony Brook,NY,4,2,640.0,720.0,680.0,770.0,1410.0
2170,SUNY Polytechnic Institute,Utica,NY,4,2,560.0,650.0,590.0,680.0,1248.0
2171,SUNY Brockport,Brockport,NY,4,2,530.0,620.0,540.0,620.0,1147.0
2172,SUNY Buffalo State University,Buffalo,NY,4,2,480.0,600.0,480.0,590.0,1080.0
2174,SUNY at Fredonia,Fredonia,NY,4,2,520.0,650.0,540.0,640.0,1213.0
2175,SUNY College at Geneseo,Geneseo,NY,4,2,610.0,690.0,590.0,690.0,1296.0
2176,State University of New York at New Paltz,New Paltz,NY,4,2,600.0,680.0,570.0,660.0,1267.0
2177,SUNY Oneonta,Oneonta,NY,4,2,550.0,630.0,540.0,620.0,1181.0
2178,State University of New York at Oswego,Oswego,NY,4,2,530.0,640.0,530.0,630.0,1177.0
2180,SUNY at Purchase College,Purchase,NY,4,2,600.0,700.0,578.0,663.0,1277.0
2183,SUNY College at Plattsburgh,Plattsburgh,NY,4,2,560.0,640.0,540.0,630.0,1180.0
2186,SUNY Maritime College,Throggs Neck,NY,4,2,545.0,640.0,546.0,645.0,1199.0
2189,Syracuse University,Syracuse,NY,4,2,630.0,710.0,630.0,720.0,1351.0
2195,Touro University,New York,NY,4,2,650.0,730.0,625.0,710.0,1365.0
2199,Union College,Schenectady,NY,3,2,650.0,720.0,660.0,760.0,1410.0
2202,United States Merchant Marine Academy,Kings Point,NY,4,0,570.0,650.0,570.0,650.0,1226.0
2203,United States Military Academy,West  Point,NY,3,0,600.0,700.0,600.0,730.0,1355.0
2204,Utica University,Utica,NY,4,2,510.0,600.0,520.0,610.0,1130.0
2205,Vassar College,Poughkeepsie,NY,3,2,720.0,770.0,715.0,780.0,1513.0
2207,School of Visual Arts,New York,NY,4,2,585.0,725.0,580.0,725.0,1337.0
2208,Wagner College,Staten Island,NY,4,2,580.0,670.0,570.0,650.0,1234.0
2209,Webb Institute,Glen Cove,NY,3,2,670.0,745.0,720.0,780.0,1480.0
2219,Yeshiva University,New York,NY,4,2,660.0,740.0,660.0,760.0,1410.0
2224,Appalachian State University,Boone,NC,4,5,560.0,650.0,540.0,630.0,1187.0
2228,Belmont Abbey College,Belmont,NC,4,5,480.0,600.0,460.0,590.0,1082.0
2229,Bennett College,Greensboro,NC,3,5,453.0,508.0,405.0,438.0,890.0
2232,Brevard College,Brevard,NC,4,5,440.0,620.0,430.0,600.0,1064.0
2234,Cabarrus College of Health Sciences,Concord,NC,4,5,500.0,540.0,470.0,520.0,1020.0
2239,Catawba College,Salisbury,NC,4,5,500.0,593.0,510.0,593.0,1136.0
2243,Chowan University,Murfreesboro,NC,4,5,485.0,585.0,395.0,560.0,970.0
2248,Davidson College,Davidson,NC,3,5,690.0,750.0,670.0,760.0,1448.0
2249,Duke University,Durham,NC,4,5,740.0,770.0,770.0,800.0,1539.0
2251,East Carolina University,Greenville,NC,4,5,530.0,610.0,520.0,590.0,1143.0
2254,Elon University,Elon,NC,4,5,580.0,675.0,563.0,630.0,1222.0
2256,Fayetteville State University,Fayetteville,NC,4,5,445.0,520.0,410.0,525.0,972.0
2258,Gardner-Webb University,Boiling Springs,NC,4,5,520.0,640.0,520.0,620.0,1146.0
2261,Guilford College,Greensboro,NC,4,5,510.0,630.0,500.0,620.0,1120.0
2266,High Point University,High Point,NC,4,5,560.0,650.0,550.0,650.0,1242.0
2281,Meredith College,Raleigh,NC,4,5,590.0,650.0,520.0,610.0,1224.0
2282,Methodist University,Fayetteville,NC,4,5,550.0,630.0,560.0,590.0,1201.0
2291,North Carolina A & T State University,Greensboro,NC,4,5,490.0,610.0,470.0,580.0,1048.0
2292,University of North Carolina Asheville,Asheville,NC,3,5,600.0,690.0,570.0,660.0,1247.0
2293,University of North Carolina at Chapel Hill,Chapel Hill,NC,4,5,680.0,750.0,690.0,780.0,1454.0
2294,University of North Carolina at Charlotte,Charlotte,NC,4,5,550.0,650.0,560.0,670.0,1202.0
2295,University of North Carolina at Greensboro,Greensboro,NC,4,5,560.0,660.0,540.0,620.0,1187.0
2296,North Carolina Central University,Durham,NC,4,5,500.0,570.0,480.0,530.0,1023.0
2297,University of North Carolina School of the Arts,Winston Salem,NC,4,5,600.0,710.0,550.0,640.0,1250.0
2298,North Carolina State University at Raleigh,Raleigh,NC,4,5,640.0,720.0,660.0,740.0,1380.0
2300,University of North Carolina Wilmington,Wilmington,NC,4,5,620.0,690.0,600.0,670.0,1262.0
2302,William Peace University,Raleigh,NC,3,5,590.0,640.0,550.0,640.0,1198.0
2307,Queens University of Charlotte,Charlotte,NC,4,5,560.0,650.0,550.0,650.0,1223.0
2316,Salem College,Winston-Salem,NC,4,5,588.0,685.0,490.0,630.0,1168.0
2325,Southeastern Baptist Theological Seminary,Wake Forest,NC,4,5,480.0,630.0,440.0,600.0,1090.0
2330,Wake Forest University,Winston-Salem,NC,4,5,690.0,740.0,700.0,770.0,1469.0
2338,Wingate University,Wingate,NC,4,5,490.0,640.0,500.0,630.0,1083.0
2341,Winston-Salem State University,Winston-Salem,NC,4,5,420.0,530.0,400.0,520.0,946.0
2342,Western Carolina University,Cullowhee,NC,4,5,540.0,650.0,510.0,610.0,1151.0
2353,Minot State University,Minot,ND,4,4,480.0,580.0,450.0,600.0,1084.0
2367,University of Akron Main Campus,Akron,OH,4,3,480.0,590.0,470.0,600.0,1085.0
2368,University of Akron Wayne College,Orrville,OH,1,3,493.0,560.0,408.0,593.0,1085.0
2373,Ashland University,Ashland,OH,4,3,495.0,610.0,525.0,645.0,1119.0
2378,Baldwin Wallace University,Berea,OH,4,3,530.0,650.0,520.0,635.0,1176.0
2380,Bluffton University,Bluffton,OH,4,3,480.0,560.0,440.0,570.0,1020.0
2382,Bowling Green State University-Main Campus,Bowling Green,OH,4,3,510.0,620.0,510.0,610.0,1118.0
2387,Capital University,Columbus,OH,4,3,490.0,600.0,490.0,590.0,1118.0
2388,Case Western Reserve University,Cleveland,OH,4,3,700.0,750.0,730.0,790.0,1501.0
2389,Cedarville University,Cedarville,OH,4,3,570.0,690.0,540.0,670.0,1246.0
2394,The Christ College of Nursing and Health Sciences,Cincinnati,OH,3,3,420.0,490.0,410.0,510.0,972.0
2396,University of Cincinnati-Main Campus,Cincinnati,OH,4,3,580.0,670.0,570.0,690.0,1281.0
2402,Cleveland Institute of Art,Cleveland,OH,3,3,550.0,670.0,510.0,630.0,1156.0
2411,University of Dayton,Dayton,OH,4,3,600.0,680.0,595.0,690.0,1313.0
2413,Denison University,Granville,OH,3,3,650.0,710.0,650.0,760.0,1395.0
2432,John Carroll University,University Heights,OH,4,3,600.0,670.0,590.0,680.0,1295.0
2441,Kent State University at Kent,Kent,OH,4,3,500.0,620.0,500.0,610.0,1095.0
2443,Kenyon College,Gambier,OH,3,3,690.0,750.0,670.0,750.0,1440.0
2445,Lake Erie College,Painesville,OH,4,3,485.0,560.0,460.0,555.0,1114.0
2453,Malone University,Canton,OH,4,3,455.0,618.0,430.0,618.0,1089.0
2454,Marietta College,Marietta,OH,4,3,500.0,640.0,490.0,655.0,1103.0
2457,Mercy College of Ohio,Toledo,OH,4,3,420.0,570.0,430.0,500.0,961.0
