,INSTNM,CITY,STABBR,HIGHDEG,REGION,SATVR25,SATVR75,SATMT25,SATMT75,SAT_AVG_ALL
2555,Ohio State University-Main Campus,Columbus,OH,4,3,620.0,700.0,630.0,740.0,1345.0
2560,Ohio University-Main Campus,Athens,OH,4,3,540.0,650.0,530.0,640.0,1200.0
2564,Ohio Wesleyan University,Delaware,OH,3,3,610.0,690.0,600.0,700.0,1230.0
2565,Otterbein University,Westerville,OH,4,3,510.0,620.0,518.0,613.0,1134.0
2583,Franciscan University of Steubenville,Steubenville,OH,4,3,560.0,670.0,540.0,640.0,1213.0
2588,University of Toledo,Toledo,OH,4,3,510.0,630.0,520.0,650.0,1192.0
2595,Ursuline College,Pepper Pike,OH,4,3,553.0,615.0,503.0,540.0,1128.0
2597,Walsh University,North Canton,OH,4,3,505.0,600.0,530.0,620.0,1147.0
2599,Wilberforce University,Wilberforce,OH,4,3,400.0,630.0,380.0,517.0,960.0
2600,Wilmington College,Wilmington,OH,3,3,480.0,570.0,480.0,580.0,1051.0
2602,Wittenberg University,Springfield,OH,4,3,520.0,620.0,490.0,610.0,1133.0
2603,The College of Wooster,Wooster,OH,3,3,620.0,720.0,600.0,710.0,1336.0
2604,Wright State University-Main Campus,Dayton,OH,4,3,470.0,640.0,475.0,610.0,1074.0
2605,Wright State University-Lake Campus,Celina,OH,3,3,370.0,420.0,420.0,470.0,1074.0
2606,Xavier University,Cincinnati,OH,4,3,550.0,650.0,540.0,630.0,1211.0
2607,Youngstown State University,Youngstown,OH,4,3,470.0,590.0,460.0,590.0,1080.0
2608,Bacone College,Muskogee,OK,3,6,500.0,540.0,438.0,493.0,891.0
2609,Oklahoma Wesleyan University,Bartlesville,OK,4,6,450.0,560.0,430.0,570.0,1022.0
2617,East Central University,Ada,OK,4,6,418.0,430.0,463.0,530.0,1034.0
2622,Randall University,Moore,OK,4,6,470.0,540.0,410.0,520.0,977.0
2626,Northeastern State University,Tahlequah,OK,4,6,478.0,555.0,400.0,530.0,1048.0
2629,Northwestern Oklahoma State University,Alva,OK,4,6,430.0,540.0,420.0,550.0,1028.0
2631,Oklahoma Christian University,Edmond,OK,4,6,510.0,610.0,490.0,610.0,1129.0
2634,Oklahoma State University-Main Campus,Stillwater,OK,4,6,530.0,630.0,520.0,620.0,1166.0
2636,Oklahoma Baptist University,Shawnee,OK,4,6,500.0,620.0,480.0,590.0,1111.0
2638,Oklahoma City University,Oklahoma City,OK,4,6,530.0,640.0,510.0,593.0,1200.0
2639,University of Oklahoma-Norman Campus,Norman,OK,4,6,580.0,670.0,570.0,670.0,1249.0
2641,Oral Roberts University,Tulsa,OK,4,6,450.0,620.0,450.0,590.0,1123.0
2648,Southeastern Oklahoma State University,Durant,OK,4,6,440.0,540.0,440.0,540.0,1042.0
2653,University of Tulsa,Tulsa,OK,4,6,530.0,680.0,540.0,690.0,1231.0
2668,George Fox University,Newberg,OR,4,8,560.0,680.0,530.0,670.0,1184.0
2671,Lewis & Clark College,Portland,OR,4,8,650.0,730.0,590.0,690.0,1345.0
2681,Bushnell University,Eugene,OR,4,8,595.0,620.0,545.0,595.0,1056.0
2683,Oregon Institute of Technology,Klamath Falls,OR,4,8,538.0,650.0,528.0,650.0,1193.0
2684,Oregon State University,Corvallis,OR,4,8,560.0,680.0,560.0,690.0,1231.0
2687,Pacific University,Forest Grove,OR,4,8,550.0,650.0,540.0,660.0,1177.0
2694,Portland State University,Portland,OR,4,8,510.0,640.0,490.0,610.0,1099.0
2695,University of Portland,Portland,OR,4,8,595.0,690.0,570.0,670.0,1287.0
2698,Southern Oregon University,Ashland,OR,4,8,500.0,630.0,480.0,600.0,1103.0
2703,Corban University,Salem,OR,4,8,503.0,605.0,500.0,560.0,1103.0
2709,Bryn Athyn College of the New Church,Bryn Athyn,PA,4,2,530.0,670.0,445.0,623.0,1151.0
2714,Allegheny College,Meadville,PA,3,2,580.0,680.0,560.0,670.0,1242.0
2716,DeSales University,Center Valley,PA,4,2,550.0,640.0,530.0,620.0,1180.0
2724,Arcadia University,Glenside,PA,4,2,560.0,640.0,520.0,640.0,1184.0
2728,Bucknell University,Lewisburg,PA,4,2,640.0,710.0,655.0,740.0,1387.0
2733,Cabrini University,Radnor,PA,4,2,495.0,620.0,503.0,595.0,1106.0
2734,California University of Pennsylvania,California,PA,4,2,480.0,580.0,460.0,570.0,1050.0
2735,Carlow University,Pittsburgh,PA,4,2,480.0,590.0,475.0,550.0,1057.0
2736,Carnegie Mellon University,Pittsburgh,PA,4,2,710.0,760.0,770.0,800.0,1520.0
2737,Cedar Crest College,Allentown,PA,4,2,530.0,620.0,490.0,590.0,1125.0
2740,Chestnut Hill College,Philadelphia,PA,4,2,460.0,550.0,440.0,540.0,995.0
2747,Delaware Valley University,Doylestown,PA,4,2,530.0,640.0,520.0,610.0,1157.0
2750,Drexel University,Philadelphia,PA,4,2,600.0,690.0,610.0,720.0,1317.0
2751,Duquesne University,Pittsburgh,PA,4,2,580.0,660.0,560.0,650.0,1235.0
2752,East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,4,2,480.0,580.0,480.0,570.0,1060.0
2754,Edinboro University of Pennsylvania,Edinboro,PA,4,2,490.0,600.0,480.0,570.0,1088.0
2755,Elizabethtown College,Elizabethtown,PA,4,2,540.0,650.0,530.0,630.0,1182.0
2769,Gannon University,Erie,PA,4,2,500.0,620.0,490.0,630.0,1134.0
2771,Gettysburg College,Gettysburg,PA,3,2,640.0,720.0,640.0,710.0,1361.0
2774,Grove City College,Grove City,PA,3,2,571.0,690.0,559.0,692.0,1259.0
2775,Gwynedd Mercy University,Gwynedd Valley,PA,4,2,490.0,610.0,500.0,590.0,1095.0
2778,Haverford College,Haverford,PA,3,2,710.0,760.0,710.0,780.0,1494.0
2780,Holy Family University,Philadelphia,PA,4,2,500.0,655.0,430.0,565.0,1075.0
2782,Immaculata University,Immaculata,PA,4,2,550.0,630.0,533.0,600.0,1161.0
2783,Indiana University of Pennsylvania-Main Campus,Indiana,PA,4,2,480.0,580.0,460.0,560.0,1044.0
2788,Keystone College,La Plume,PA,4,2,450.0,590.0,470.0,580.0,1045.0
2791,Kutztown University of Pennsylvania,Kutztown,PA,4,2,500.0,610.0,490.0,590.0,1095.0
2792,La Roche University,Pittsburgh,PA,4,2,500.0,590.0,465.0,570.0,1062.0
2795,Lafayette College,Easton,PA,3,2,640.0,720.0,660.0,740.0,1396.0
2796,Lancaster Bible College,Lancaster,PA,4,2,510.0,620.0,500.0,590.0,1114.0
2801,Lebanon Valley College,Annville,PA,4,2,538.0,640.0,540.0,650.0,1184.0
2804,Lehigh University,Bethlehem,PA,4,2,645.0,730.0,680.0,760.0,1422.0
2807,Lincoln University,Lincoln University,PA,4,2,450.0,545.0,440.0,528.0,983.0
2808,Lock Haven University,Lock Haven,PA,4,2,490.0,600.0,490.0,590.0,1085.0
2812,Lycoming College,Williamsport,PA,3,2,550.0,620.0,530.0,630.0,1172.0
2814,Mansfield University of Pennsylvania,Mansfield,PA,4,2,490.0,580.0,480.0,570.0,1061.0
2815,Marywood University,Scranton,PA,4,2,520.0,620.0,500.0,600.0,1118.0
2819,Messiah University,Mechanicsburg,PA,4,2,560.0,670.0,540.0,670.0,1230.0
2821,Millersville University of Pennsylvania,Millersville,PA,4,2,500.0,620.0,500.0,600.0,1110.0
2827,Muhlenberg College,Allentown,PA,3,2,610.0,690.0,590.0,680.0,1306.0
2828,Neumann University,Aston,PA,4,2,460.0,545.0,445.0,540.0,1002.0
2842,University of Pennsylvania,Philadelphia,PA,4,2,720.0,770.0,760.0,800.0,1523.0
2846,University of the Sciences,Philadelphia,PA,4,2,550.0,660.0,540.0,680.0,1215.0
2848,University of Pittsburgh-Bradford,Bradford,PA,3,2,500.0,590.0,490.0,590.0,1328.0
2849,University of Pittsburgh-Greensburg,Greensburg,PA,3,2,520.0,610.0,510.0,600.0,1328.0
2850,University of Pittsburgh-Johnstown,Johnstown,PA,3,2,510.0,620.0,510.0,610.0,1328.0
2851,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,4,2,630.0,720.0,620.0,750.0,1328.0
2852,University of Pittsburgh-Titusville,Titusville,PA,2,2,500.0,610.0,520.0,560.0,1328.0
2858,Point Park University,Pittsburgh,PA,4,2,480.0,610.0,470.0,570.0,1077.0
2862,Reading Hospital School of Health Sciences,Reading,PA,1,2,500.0,585.0,457.0,560.0,1051.0
2867,Rosemont College,Rosemont,PA,4,2,500.0,630.0,480.0,570.0,1084.0
2869,Saint Joseph's University,Philadelphia,PA,4,2,570.0,660.0,550.0,650.0,1229.0
2870,Saint Vincent College,Latrobe,PA,4,2,480.0,610.0,470.0,603.0,1103.0
2873,University of Scranton,Scranton,PA,4,2,560.0,640.0,540.0,640.0,1200.0
2878,Shippensburg University of Pennsylvania,Shippensburg,PA,4,2,490.0,590.0,480.0,590.0,1075.0
2879,Slippery Rock University of Pennsylvania,Slippery Rock,PA,4,2,490.0,590.0,480.0,580.0,1081.0
2886,Swarthmore College,Swarthmore,PA,3,2,710.0,770.0,720.0,790.0,1504.0
2891,Thiel College,Greenville,PA,4,2,480.0,595.0,485.0,570.0,1067.0
2892,Thomas Jefferson University,Philadelphia,PA,4,2,570.0,650.0,560.0,670.0,1235.0
2897,Ursinus College,Collegeville,PA,3,2,610.0,680.0,590.0,680.0,1298.0
2901,Villanova University,Villanova,PA,4,2,660.0,730.0,690.0,760.0,1437.0
2903,Washington & Jefferson College,Washington,PA,3,2,520.0,660.0,530.0,640.0,1192.0
2906,West Chester University of Pennsylvania,West Chester,PA,4,2,540.0,630.0,530.0,620.0,1165.0
2909,Westminster College,New Wilmington,PA,4,2,520.0,643.0,520.0,615.0,1149.0
2912,Widener University,Chester,PA,4,2,540.0,635.0,540.0,640.0,1178.0
2913,Wilkes University,Wilkes-Barre,PA,4,2,520.0,630.0,520.0,620.0,1150.0
2915,Wilson College,Chambersburg,PA,4,2,480.0,620.0,480.0,580.0,1080.0
2917,York College of Pennsylvania,York,PA,4,2,518.0,610.0,510.0,610.0,1130.0
2919,Brown University,Providence,RI,4,1,720.0,770.0,740.0,800.0,1517.0
2920,Bryant University,Smithfield,RI,4,1,550.0,650.0,570.0,650.0,1222.0
2922,New England Institute of Technology,East Greenwich,RI,4,1,455.0,612.0,418.0,620.0,1053.0
2924,Providence College,Providence,RI,4,1,570.0,670.0,550.0,660.0,1246.0
2927,University of Rhode Island,Kingston,RI,4,1,550.0,650.0,540.0,640.0,1200.0
2928,Rhode Island School of Design,Providence,RI,4,1,630.0,710.0,680.0,770.0,1399.0
2936,Charleston Southern University,Charleston,SC,4,5,500.0,620.0,490.0,580.0,1082.0
2940,Southern Wesleyan University,Central,SC,4,5,500.0,598.0,480.0,570.0,1079.0
2942,College of Charleston,Charleston,SC,4,5,560.0,660.0,530.0,620.0,1211.0
2947,Clemson University,Clemson,SC,4,5,610.0,700.0,610.0,720.0,1339.0
2949,Coker University,Hartsville,SC,4,5,460.0,570.0,480.0,590.0,1050.0
2950,Columbia International University,Columbia,SC,4,5,480.0,595.0,460.0,540.0,1049.0
2954,Erskine College,Due West,SC,4,5,460.0,570.0,460.0,580.0,1041.0
2956,Francis Marion University,Florence,SC,4,5,470.0,570.0,460.0,550.0,1011.0
2957,Furman University,Greenville,SC,4,5,630.0,720.0,610.0,702.0,1375.0
2962,Lander University,Greenwood,SC,4,5,480.0,590.0,470.0,560.0,1057.0
2967,Newberry College,Newberry,SC,3,5,470.0,590.0,465.0,565.0,1027.0
2968,North Greenville University,Tigerville,SC,4,5,500.0,620.0,480.0,590.0,1097.0
2971,Presbyterian College,Clinton,SC,4,5,510.0,600.0,500.0,620.0,1123.0
2972,University of South Carolina Aiken,Aiken,SC,4,5,490.0,600.0,470.0,570.0,1051.0
2974,University of South Carolina-Columbia,Columbia,SC,4,5,580.0,680.0,570.0,680.0,1286.0
2979,Coastal Carolina University,Conway,SC,4,5,520.0,600.0,510.0,590.0,1118.0
2980,South Carolina State University,Orangeburg,SC,4,5,400.0,530.0,400.0,520.0,937.0
2981,University of South Carolina-Upstate,Spartanburg,SC,4,5,480.0,590.0,470.0,560.0,1065.0
2990,Winthrop University,Rock Hill,SC,4,5,510.0,620.0,490.0,575.0,1114.0
2991,Wofford College,Spartanburg,SC,3,5,600.0,665.0,585.0,665.0,1310.0
2993,Augustana University,Sioux Falls,SD,4,4,490.0,640.0,530.0,660.0,1215.0
2995,Black Hills State University,Spearfish,SD,4,4,520.0,580.0,450.0,570.0,1065.0
2996,Dakota State University,Madison,SD,4,4,505.0,635.0,495.0,610.0,1133.0
2997,Dakota Wesleyan University,Mitchell,SD,4,4,400.0,550.0,460.0,550.0,1113.0
3002,Mount Marty University,Yankton,SD,4,4,410.0,540.0,400.0,510.0,1098.0
3005,Northern State University,Aberdeen,SD,4,4,530.0,600.0,490.0,590.0,1086.0
3007,Presentation College,Aberdeen,SD,4,4,420.0,560.0,430.0,540.0,1019.0
3009,South Dakota School of Mines and Technology,Rapid City,SD,4,4,565.0,665.0,590.0,690.0,1266.0
3010,South Dakota State University,Brookings,SD,4,4,480.0,600.0,500.0,620.0,1119.0
3017,University of South Dakota,Vermillion,SD,4,4,510.0,640.0,540.0,650.0,1122.0
3024,Belmont University,Nashville,TN,4,5,590.0,690.0,560.0,650.0,1272.0
3025,Bethel University,McKenzie,TN,4,5,447.0,543.0,428.0,565.0,981.0
3027,Carson-Newman University,Jefferson City,TN,4,5,490.0,580.0,465.0,555.0,1112.0
3029,Christian Brothers University,Memphis,TN,4,5,500.0,630.0,530.0,650.0,1108.0
3037,Lipscomb University,Nashville,TN,4,5,560.0,640.0,540.0,630.0,1224.0
3045,Fisk University,Nashville,TN,4,5,540.0,650.0,520.0,710.0,1167.0
3047,Freed-Hardeman University,Henderson,TN,4,5,485.0,610.0,500.0,585.0,1180.0
3053,John A Gupton College,Nashville,TN,2,5,430.0,480.0,460.0,480.0,1054.0
3054,Johnson University,Knoxville,TN,4,5,490.0,600.0,490.0,585.0,1066.0
3056,King University,Bristol,TN,4,5,490.0,580.0,510.0,580.0,1084.0
3059,Le Moyne-Owen College,Memphis,TN,3,5,463.0,558.0,435.0,535.0,876.0
3060,Lee University,Cleveland,TN,4,5,500.0,630.0,500.0,600.0,1169.0
3061,Lincoln Memorial University,Harrogate,TN,4,5,493.0,598.0,500.0,628.0,1102.0
3063,The University of Tennessee Southern,Pulaski,TN,4,5,448.0,465.0,523.0,543.0,1058.0
3064,Maryville College,Maryville,TN,3,5,580.0,680.0,520.0,640.0,1187.0
3071,Middle Tennessee State University,Murfreesboro,TN,4,5,510.0,620.0,500.0,590.0,1133.0
3081,Rhodes College,Memphis,TN,4,5,680.0,730.0,650.0,760.0,1388.0
3087,The University of the South,Sewanee,TN,4,5,610.0,700.0,590.0,690.0,1318.0
3096,Tennessee Wesleyan University,Athens,TN,4,5,430.0,580.0,500.0,600.0,1064.0
3097,The University of Tennessee-Chattanooga,Chattanooga,TN,4,5,520.0,640.0,510.0,590.0,1149.0
3098,The University of Tennessee-Knoxville,Knoxville,TN,4,5,590.0,670.0,580.0,670.0,1303.0
3099,The University of Tennessee-Martin,Martin,TN,4,5,520.0,590.0,490.0,580.0,1119.0
3105,Tusculum University,Greeneville,TN,4,5,460.0,550.0,450.0,560.0,1092.0
3106,Union University,Jackson,TN,4,5,570.0,690.0,550.0,640.0,1259.0
3107,Vanderbilt University,Nashville,TN,4,5,720.0,770.0,760.0,800.0,1534.0
3111,Abilene Christian University,Abilene,TX,4,6,530.0,640.0,520.0,630.0,1186.0
3116,Angelo State University,San Angelo,TX,4,6,480.0,590.0,470.0,570.0,1061.0
3120,Austin College,Sherman,TX,4,6,570.0,670.0,550.0,670.0,1237.0
3127,Baylor University,Waco,TX,4,6,580.0,670.0,580.0,680.0,1288.0
3137,Concordia University Texas,Austin,TX,4,6,445.0,580.0,440.0,570.0,1025.0
3140,Texas A & M University-Corpus Christi,Corpus Christi,TX,4,6,490.0,600.0,480.0,580.0,1081.0
3142,Dallas Baptist University,Dallas,TX,4,6,470.0,610.0,470.0,590.0,1093.0
3146,University of Dallas,Irving,TX,4,6,570.0,720.0,540.0,670.0,1271.0
3149,Texas A&M University-Texarkana,Texarkana,TX,4,6,420.0,560.0,430.0,590.0,1053.0
3150,Texas A & M University-Commerce,Commerce,TX,4,6,470.0,580.0,460.0,570.0,1051.0
3163,Hardin-Simmons University,Abilene,TX,4,6,490.0,590.0,480.0,580.0,1068.0
3166,Houston Christian University,Houston,TX,4,6,520.0,640.0,520.0,610.0,1155.0
3167,University of Houston-Clear Lake,Houston,TX,4,6,488.0,590.0,490.0,580.0,1071.0
3171,University of Houston,Houston,TX,4,6,570.0,660.0,570.0,670.0,1235.0
3174,Huston-Tillotson University,Austin,TX,4,6,410.0,500.0,410.0,500.0,918.0
3175,University of the Incarnate Word,San Antonio,TX,4,6,470.0,590.0,450.0,570.0,1042.0
3180,Lamar University,Beaumont,TX,4,6,460.0,560.0,450.0,540.0,1012.0
3185,Texas A & M International University,Laredo,TX,4,6,460.0,570.0,450.0,540.0,992.0
3187,LeTourneau University,Longview,TX,4,6,560.0,690.0,570.0,680.0,1250.0
3189,Lubbock Christian University,Lubbock,TX,4,6,470.0,593.0,470.0,593.0,1107.0
3191,University of Mary Hardin-Baylor,Belton,TX,4,6,490.0,590.0,480.0,570.0,1084.0
3193,McMurry University,Abilene,TX,4,6,520.0,610.0,510.0,620.0,1147.0
3203,University of North Texas,Denton,TX,4,6,510.0,630.0,500.0,610.0,1127.0
3210,Our Lady of the Lake University,San Antonio,TX,4,6,450.0,540.0,440.0,530.0,989.0
3216,Prairie View A & M University,Prairie View,TX,4,6,430.0,530.0,410.0,520.0,966.0
3219,Rice University,Houston,TX,4,6,720.0,770.0,770.0,800.0,1534.0
3222,University of St Thomas,Houston,TX,4,6,520.0,610.0,520.0,610.0,1123.0
3223,Sam Houston State University,Huntsville,TX,4,6,480.0,570.0,470.0,550.0,1041.0
3226,Schreiner University,Kerrville,TX,4,6,480.0,590.0,490.0,570.0,1073.0
3234,Southern Methodist University,Dallas,TX,4,6,660.0,740.0,680.0,770.0,1448.0
3237,Southwestern Assemblies of God University,Waxahachie,TX,4,6,460.0,550.0,440.0,530.0,1013.0
3238,Southwestern University,Georgetown,TX,3,6,590.0,680.0,560.0,650.0,1267.0
3239,Stephen F Austin State University,Nacogdoches,TX,4,6,490.0,580.0,490.0,580.0,1076.0
3240,Texas State University,San Marcos,TX,4,6,500.0,600.0,490.0,580.0,1088.0
3241,Southwestern Adventist University,Keene,TX,4,6,470.0,580.0,430.0,550.0,1031.0
3243,Sul Ross State University,Alpine,TX,4,6,465.0,520.0,440.0,530.0,941.0
3244,Tarleton State University,Stephenville,TX,4,6,490.0,580.0,470.0,560.0,1050.0
3251,Texas A & M University-Kingsville,Kingsville,TX,4,6,450.0,560.0,450.0,560.0,1006.0
3252,Texas A & M University-College Station,College Station,TX,4,6,570.0,680.0,570.0,700.0,1275.0
3253,The University of Texas at Arlington,Arlington,TX,4,6,500.0,610.0,500.0,610.0,1115.0
3254,The University of Texas at Austin,Austin,TX,4,6,620.0,730.0,610.0,770.0,1371.0
3257,The University of Texas at Tyler,Tyler,TX,4,6,520.0,630.0,520.0,620.0,1136.0
3259,Texas Christian University,Fort Worth,TX,4,6,570.0,670.0,560.0,680.0,1291.0
3263,The University of Texas Permian Basin,Odessa,TX,4,6,470.0,570.0,450.0,570.0,1034.0
3264,The University of Texas at San Antonio,San Antonio,TX,4,6,510.0,620.0,510.0,600.0,1119.0
3265,Texas Southern University,Houston,TX,4,6,420.0,510.0,400.0,490.0,919.0
3266,Texas Tech University,Lubbock,TX,4,6,560.0,640.0,550.0,640.0,1209.0
3267,Texas Wesleyan University,Fort Worth,TX,4,6,480.0,560.0,440.0,540.0,1012.0
3268,Texas Woman's University,Denton,TX,4,6,480.0,590.0,470.0,570.0,1060.0
3269,Trinity University,San Antonio,TX,4,6,650.0,730.0,630.0,738.0,1392.0
3281,West Texas A & M University,Canyon,TX,4,6,490.0,600.0,490.0,588.0,1085.0
3286,Brigham Young University,Provo,UT,4,7,620.0,720.0,600.0,720.0,1342.0
3287,Brigham Young University-Hawaii,Laie,HI,3,8,545.0,650.0,530.0,610.0,1185.0
3300,Southern Utah University,Cedar City,UT,4,7,520.0,640.0,510.0,600.0,1149.0
3302,Utah State University,Logan,UT,4,7,550.0,660.0,530.0,650.0,1217.0
3305,University of Utah,Salt Lake City,UT,4,7,590.0,690.0,590.0,700.0,1257.0
3307,Westminster University,Salt Lake City,UT,4,7,600.0,680.0,550.0,670.0,1265.0
3309,Castleton University,Castleton,VT,4,1,488.0,580.0,470.0,578.0,1054.0
3314,Middlebury College,Middlebury,VT,4,1,690.0,750.0,690.0,780.0,1466.0
3322,University of Vermont,Burlington,VT,4,1,630.0,710.0,610.0,700.0,1351.0
3325,Averett University,Danville,VA,4,5,460.0,570.0,450.0,585.0,1033.0
3328,Bridgewater College,Bridgewater,VA,4,5,545.0,620.0,520.0,630.0,1166.0
3329,William & Mary,Williamsburg,VA,4,5,690.0,750.0,670.0,770.0,1447.0
3330,Regent University,Virginia Beach,VA,4,5,490.0,630.0,470.0,600.0,1130.0
3333,Christopher Newport University,Newport News,VA,4,5,570.0,670.0,540.0,650.0,1219.0
3341,Eastern Mennonite University,Harrisonburg,VA,4,5,490.0,790.0,550.0,800.0,1346.0
3343,Ferrum College,Ferrum,VA,3,5,480.0,590.0,440.0,590.0,1061.0
3344,George Mason University,Fairfax,VA,4,5,580.0,670.0,560.0,680.0,1250.0
3346,Hampden-Sydney College,Hampden-Sydney,VA,3,5,550.0,650.0,530.0,610.0,1170.0
3350,James Madison University,Harrisonburg,VA,4,5,580.0,660.0,560.0,650.0,1233.0
3353,Longwood University,Farmville,VA,4,5,520.0,600.0,510.0,570.0,1098.0
3358,University of Mary Washington,Fredericksburg,VA,4,5,590.0,680.0,540.0,640.0,1244.0
3366,Norfolk State University,Norfolk,VA,4,5,440.0,553.0,420.0,530.0,969.0
3368,Old Dominion University,Norfolk,VA,4,5,520.0,620.0,500.0,600.0,1126.0
3373,Radford University,Radford,VA,4,5,470.0,560.0,480.0,590.0,1054.0
3376,Randolph College,Lynchburg,VA,4,5,470.0,590.0,440.0,550.0,1071.0
3383,Roanoke College,Salem,VA,3,5,550.0,630.0,530.0,600.0,1166.0
3387,Southern Virginia University,Buena Vista,VA,3,5,518.0,623.0,500.0,603.0,1103.0
3392,Sweet Briar College,Sweet Briar,VA,4,5,530.0,630.0,490.0,630.0,1175.0
3396,University of Virginia's College at Wise,Wise,VA,3,5,500.0,630.0,490.0,600.0,1113.0
3398,Virginia Polytechnic Institute and State University,Blacksburg,VA,4,5,610.0,690.0,600.0,720.0,1320.0
3400,Virginia Commonwealth University,Richmond,VA,4,5,550.0,660.0,520.0,640.0,1187.0
3401,University of Virginia-Main Campus,Charlottesville,VA,4,5,690.0,750.0,690.0,750.0,1457.0
3402,Virginia Military Institute,Lexington,VA,3,5,550.0,650.0,530.0,650.0,1194.0
3405,Virginia State University,Petersburg,VA,4,5,430.0,530.0,400.0,510.0,941.0
3406,Virginia Union University,Richmond,VA,4,5,383.0,458.0,373.0,435.0,840.0
3407,Virginia Wesleyan University,Virginia Beach,VA,4,5,590.0,680.0,560.0,700.0,1287.0
3408,Washington and Lee University,Lexington,VA,4,5,700.0,750.0,710.0,780.0,1487.0
3426,The Evergreen State College,Olympia,WA,4,8,530.0,630.0,470.0,570.0,1119.0
3429,Gonzaga University,Spokane,WA,4,8,610.0,690.0,600.0,690.0,1321.0
3443,Northwest University,Kirkland,WA,4,8,495.0,620.0,490.0,590.0,1164.0
3446,Pacific Lutheran University,Tacoma,WA,4,8,570.0,693.0,580.0,683.0,1247.0
3448,University of Puget Sound,Tacoma,WA,4,8,580.0,700.0,570.0,670.0,1293.0
3450,Saint Martin's University,Lacey,WA,4,8,510.0,635.0,485.0,590.0,1103.0
3453,Seattle Pacific University,Seattle,WA,4,8,530.0,660.0,520.0,640.0,1178.0
3454,Seattle University,Seattle,WA,4,8,550.0,660.0,570.0,670.0,1246.0
3467,Western Washington University,Bellingham,WA,4,8,560.0,670.0,530.0,640.0,1206.0
3469,Whitman College,Walla Walla,WA,3,8,645.0,725.0,650.0,730.0,1394.0
3470,Whitworth University,Spokane,WA,4,8,540.0,640.0,530.0,640.0,1187.0
3472,Alderson Broaddus University,Philippi,WV,4,5,460.0,580.0,440.0,530.0,1030.0
3474,Appalachian Bible College,Mount Hope,WV,4,5,545.0,605.0,490.0,585.0,1126.0
3477,Bethany College,Bethany,WV,4,5,400.0,600.0,470.0,510.0,1061.0
3478,Bluefield State University,Bluefield,WV,3,5,450.0,550.0,430.0,560.0,1020.0
3483,Concord University,Athens,WV,4,5,460.0,580.0,430.0,550.0,1042.0
3485,Fairmont State University,Fairmont,WV,4,5,460.0,560.0,440.0,530.0,1018.0
3490,Marshall University,Huntington,WV,4,5,480.0,600.0,450.0,550.0,1085.0
3499,Shepherd University,Shepherdstown,WV,4,5,500.0,610.0,460.0,570.0,1087.0
3505,West Liberty University,West Liberty,WV,4,5,450.0,605.0,440.0,570.0,1069.0
3506,West Virginia University Institute of Technology,Beckley,WV,3,5,460.0,570.0,460.0,560.0,1148.0
3507,West Virginia Wesleyan College,Buckhannon,WV,4,5,488.0,600.0,480.0,580.0,1070.0
3512,West Virginia University,Morgantown,WV,4,5,520.0,620.0,510.0,610.0,1148.0
3513,Wheeling University,Wheeling,WV,4,5,520.0,590.0,430.0,590.0,1057.0
3519,Beloit College,Beloit,WI,3,3,590.0,680.0,610.0,710.0,1273.0
3521,Cardinal Stritch University,Milwaukee,WI,4,3,475.0,550.0,535.0,670.0,1062.0
3522,Carroll University,Waukesha,WI,4,3,540.0,640.0,530.0,650.0,1202.0
3523,Carthage College,Kenosha,WI,4,3,500.0,600.0,480.0,600.0,1143.0
3531,Lawrence University,Appleton,WI,3,3,630.0,730.0,600.0,730.0,1357.0
3532,Maranatha Baptist University,Watertown,WI,4,3,500.0,640.0,430.0,590.0,1147.0
3533,Marian University,Fond Du Lac,WI,4,3,410.0,520.0,390.0,560.0,1050.0
3534,Marquette University,Milwaukee,WI,4,3,590.0,680.0,590.0,680.0,1292.0
3539,Milwaukee School of Engineering,Milwaukee,WI,4,3,570.0,655.0,590.0,750.0,1284.0
3541,Mount Mary University,Milwaukee,WI,4,3,458.0,563.0,408.0,560.0,1000.0
3546,Northland College,Ashland,WI,3,3,510.0,590.0,500.0,570.0,1148.0
3547,Ripon College,Ripon,WI,3,3,490.0,570.0,450.0,590.0,1153.0
3549,Saint Norbert College,De Pere,WI,4,3,550.0,650.0,550.0,630.0,1275.0
3552,Viterbo University,La Crosse,WI,4,3,510.0,630.0,410.0,660.0,1148.0
3562,Wisconsin Lutheran College,Milwaukee,WI,4,3,510.0,570.0,500.0,600.0,1192.0
3568,University of Wisconsin-Madison,Madison,WI,4,3,640.0,720.0,680.0,780.0,1359.0
3635,University of Puerto Rico-Aguadilla,Aguadilla,PR,3,9,448.0,549.0,420.0,529.0,973.0
3638,University of Puerto Rico-Carolina,Carolina,PR,3,9,424.0,539.0,398.0,518.0,940.0
3639,University of Puerto Rico at Cayey,Cayey,PR,3,9,474.0,569.0,431.0,562.0,1018.0
3655,University of the Virgin Islands,Charlotte Amalie,VI,4,9,440.0,540.0,390.0,490.0,931.0
3656,Stanford University,Stanford,CA,4,8,720.0,770.0,750.0,800.0,1528.0
3657,Purdue University-Main Campus,West Lafayette,IN,4,3,590.0,690.0,600.0,740.0,1328.0
3669,St. John's College,Santa Fe,NM,4,6,670.0,750.0,610.0,720.0,1358.0
3742,New College of Florida,Sarasota,FL,4,5,590.0,700.0,530.0,640.0,1236.0
